Timestamp,CPU_Usage(%),Memory_Usage(%),Disk_IO(MB/s),Network_Latency(ms),Error_Rate,Downtime
04-01-23 3:00,63.00406129,53.62619978,206.5763965,71.8311245,0.018521947,0
04-01-23 4:00,51.31328322,46.85360441,243.5180707,21.55575567,0.030200862,0
04-01-23 5:00,45.60429514,39.09952868,130.2312192,86.95041764,0.083539046,1
04-01-23 6:00,51.38483169,67.73050201,134.7694591,38.32004614,0.043711782,0
04-01-23 7:00,24.13689647,39.78609721,140.051291,36.16769389,0.022174623,0
04-01-23 8:00,46.75317742,103.9482572,167.6342101,36.09878311,0.029145718,1
04-01-23 9:00,55.48421796,35.10439948,115.709129,72.17579756,0.000440617,0
04-01-23 10:00,74.35258148,65.85919729,28.29361207,43.53728301,0.006510195,0
04-01-23 11:00,42.49455075,96.58649936,233.08425,34.73211125,0.031686521,0
04-01-23 12:00,38.52625786,73.11924775,281.4935097,39.94024517,0.022656603,0
04-01-23 13:00,42.72540448,63.73543984,113.9752103,14.79546298,0.024869973,0
04-01-23 14:00,64.5689928,41.06878428,90.1606609,31.07362532,0.020549326,0
04-01-23 15:00,55.03934394,33.84677618,141.5439967,23.62011341,0.019918623,0
04-01-23 16:00,42.33424282,77.06051804,138.4919535,43.48812312,0.021678675,0
04-01-23 17:00,57.96245495,95.03181132,218.1662545,67.92828986,0.006449068,1
04-01-23 18:00,51.46558729,51.07303417,153.4328779,64.76723306,0.016494391,0
04-01-23 19:00,65.46794798,38.02590002,104.2305788,86.15702788,0.004737715,1
04-01-23 20:00,39.96208214,17.44233738,78.02863022,79.0567134,0.011238156,0
04-01-23 21:00,45.19243028,40.8467878,208.5980718,37.62332559,0.043425047,1
04-01-23 22:00,44.27212651,57.63258312,189.6259349,50.47787617,0.017205977,0
04-01-23 23:00,30.18915178,97.41738077,223.0337159,49.18927734,0.030598506,1
05-01-23 0:00,54.52949137,74.81547099,95.11264159,10.10476586,0.021884591,0
05-01-23 1:00,53.98397894,66.54640916,285.1814076,24.01367392,0.014286158,1
05-01-23 2:00,50.076728,51.83763073,59.26191651,45.90178757,0.006914533,0
05-01-23 3:00,46.53622412,48.26364332,197.3712655,45.76726865,0.014079243,0
05-01-23 4:00,30.77271321,92.4823673,52.53011512,63.59555724,0.023031518,1
05-01-23 5:00,43.86726265,64.2759533,104.3520308,62.23593142,0.030292189,1
05-01-23 6:00,44.97673549,22.47677997,262.1846887,15.13874326,0.022002289,0
05-01-23 7:00,38.60948978,46.53615088,206.107265,63.77174608,0.031657159,1
05-01-23 8:00,47.60672741,43.08226547,117.6513645,54.56036033,0.00261003,0
05-01-23 9:00,56.22401995,48.97606236,119.1878361,66.75011191,0.036119913,1
05-01-23 10:00,81.85048577,72.29642648,156.3496308,80.08624624,0.005766786,1
05-01-23 11:00,52.64914461,57.76097409,183.7198577,46.48917231,0.038637918,1
05-01-23 12:00,53.92958806,58.39468889,237.6224171,85.79417609,0.028795728,0
05-01-23 13:00,48.88885346,90.17075401,122.7342715,30.13808815,0.000569794,0
05-01-23 14:00,24.90011475,46.10190419,64.85054008,29.03980877,0.033420748,1
05-01-23 15:00,49.60299485,104.3610499,159.9583741,61.27084153,0.038892214,1
05-01-23 16:00,50.90708083,46.5785214,122.6660305,41.18877987,0.04487283,1
05-01-23 17:00,93.01619339,61.88509661,78.86028166,56.74616891,0.009474657,1
05-01-23 18:00,47.15158827,54.21333769,169.1359479,111.7404862,0.022967138,1
05-01-23 19:00,54.61414093,62.61465023,136.9528952,60.30189196,0.03255797,1
05-01-23 20:00,49.48052836,69.63292496,169.7207113,55.43928621,0.033407762,0
05-01-23 21:00,33.83563779,69.39285957,98.89742005,30.53612273,0.027055454,0
05-01-23 22:00,68.4483862,45.03531463,181.840731,16.17029886,0.013719876,0
05-01-23 23:00,61.84439878,38.31019783,78.08984866,48.20212365,0.038735199,1
06-01-23 0:00,62.49121075,121.9654111,102.3776237,80.08639253,0.038864154,1
06-01-23 1:00,37.18617372,50.18769013,135.1719045,42.23941669,0.017602952,0
06-01-23 2:00,73.00974654,75.41680826,277.0672393,60.52007889,0.009304998,1
06-01-23 3:00,30.93742046,30.11629835,202.7472907,91.76711523,0.009943076,0
06-01-23 4:00,59.14725766,54.24540779,224.2865937,90.93065176,0.047425266,0
06-01-23 5:00,87.65493024,57.35308246,250.6159585,61.27204639,0.037922222,1
06-01-23 6:00,36.12311733,70.2644476,453.0594049,54.33947061,0.019680568,1
06-01-23 7:00,41.82622717,13.94609786,152.6096946,18.95291279,0.016932239,0
06-01-23 8:00,51.50470087,63.53035693,250.8802904,35.43656976,0.001088465,1
06-01-23 9:00,42.70135292,37.83828756,219.4422844,43.21757627,0.018670953,1
06-01-23 10:00,29.14460561,66.96906015,218.2045159,30.87111724,0.005198423,1
06-01-23 11:00,51.0331455,39.84805417,279.7775335,56.39651865,0.022619834,1
06-01-23 12:00,35.19393347,43.13263935,124.8478761,108.7544009,0.043178389,1
06-01-23 13:00,57.32817625,54.36612829,120.3243065,94.85484057,0.007196631,1
06-01-23 14:00,37.05397741,39.56217711,170.5988445,56.27542871,0.023988159,0
06-01-23 15:00,75.65131274,50.35297613,138.7815395,71.30840422,0.03895117,0
06-01-23 16:00,38.86468633,37.07532745,170.5149601,33.37748486,0.023670317,0
06-01-23 17:00,45.27280088,26.54419137,262.3249017,93.03290665,0.012439947,1
06-01-23 18:00,62.86456852,82.93145294,121.4875756,18.27005404,0.020166506,0
06-01-23 19:00,33.05206222,35.30259077,131.5145405,75.32046978,0.038064955,1
06-01-23 20:00,53.46363704,56.29559165,161.0767437,63.12657024,0.024408087,0
06-01-23 21:00,71.31576349,76.66098018,136.0428742,32.81748557,0.019946105,0
06-01-23 22:00,28.47175383,47.65340822,52.35514561,44.91110681,0.042508291,1
06-01-23 23:00,52.80359754,43.69286425,115.7613108,25.50327,0.029034107,0
07-01-23 0:00,53.96578098,64.82777537,195.7957195,26.28403279,0.005094484,1
07-01-23 1:00,62.33859008,85.35127433,252.2459159,17.81800848,0.031298648,0
07-01-23 2:00,32.9757864,37.49532672,85.83520375,70.95508033,0.037897926,0
07-01-23 3:00,31.93675647,56.88071208,85.60846414,84.49219372,0.004795793,1
07-01-23 4:00,58.10154648,28.11991979,151.8950972,9.975043125,0,0
07-01-23 5:00,54.54296999,51.97468947,46.12387769,106.0957394,0.006585948,1
07-01-23 6:00,53.82013942,60.72005332,123.3773532,49.70022668,0.018391524,0
07-01-23 7:00,55.3167495,43.14845744,59.58042347,57.49837476,0.039215631,0
07-01-23 8:00,40.2620628,50.71643379,246.8123043,19.69367779,0.008126154,1
07-01-23 9:00,53.53774724,33.40189181,105.4680254,88.25438574,0.0298064,1
07-01-23 10:00,54.48197857,61.62756251,269.6933017,55.12655263,0,1
07-01-23 11:00,39.79502668,83.84131475,227.0346634,82.36143161,0.022982439,1
07-01-23 12:00,81.46773219,38.76556574,112.1115252,84.99294313,0.013988466,1
07-01-23 13:00,57.33201145,47.5054731,89.89710748,88.71752974,0.066789931,0
07-01-23 14:00,33.54965156,70.93230027,138.1281504,35.0537845,0.000466591,0
07-01-23 15:00,60.27936677,87.65765097,143.5252915,44.93069439,0.019768607,1
07-01-23 16:00,36.3297793,31.98743767,172.3530902,35.82998642,0.000438191,0
07-01-23 17:00,62.42577123,56.49825295,105.0841613,74.7810046,0.012111212,0
07-01-23 18:00,68.7212774,66.06599186,199.9923114,58.65467645,0.001463305,0
07-01-23 19:00,38.36328469,57.87243906,167.0053973,80.15783382,0.072693506,1
07-01-23 20:00,65.37873551,17.18911501,129.4205159,81.53303301,0.014690477,1
07-01-23 21:00,56.362102,70.89952699,108.5394704,15.76878877,0.016757128,0
07-01-23 22:00,63.00668531,95.36863779,138.6497833,89.2429931,0.019321739,1
07-01-23 23:00,82.04971836,62.47031172,102.9476377,76.48393363,0.005729724,0
08-01-23 0:00,46.37939359,39.94154242,153.6729089,41.17835896,0.040224406,1
08-01-23 1:00,39.26207574,49.61927718,155.3837164,59.1118841,0.031472652,1
08-01-23 2:00,37.44851948,101.8670628,166.7676494,46.9541432,0.037214846,1
08-01-23 3:00,38.42839215,80.3512611,279.1078241,66.53996576,0.004962903,0
08-01-23 4:00,48.84941903,74.05501009,141.8274546,41.1288963,0.042031865,1
08-01-23 5:00,55.23366429,67.67520915,218.8426679,62.66129494,0.039437689,0
08-01-23 6:00,54.22691979,46.77177407,164.6654745,51.69622263,0.016443731,0
08-01-23 7:00,63.09198086,55.8483484,135.4502932,39.75552712,0.036723525,1
08-01-23 8:00,50.19519743,58.37273048,142.6377392,54.8618615,0.024585795,0
08-01-23 9:00,73.91577247,71.99410853,146.3441127,139.636672,0.002118511,1
08-01-23 10:00,46.10019074,95.10255112,167.9551016,34.27146567,0.01717536,1
08-01-23 11:00,98.20185779,85.36112115,95.56423016,43.93882561,0.012991395,1
08-01-23 12:00,59.77646985,33.21490645,71.29956067,34.63631254,0.021388598,0
08-01-23 13:00,37.87735573,64.77915497,193.4622176,36.87122845,0.039466117,1
08-01-23 14:00,35.08342327,76.28626059,210.972498,72.39082222,0.001820543,0
08-01-23 15:00,57.46986586,73.5705491,199.9380763,69.43452458,0.013493038,0
08-01-23 16:00,46.69799384,47.37999366,159.8298491,49.85351556,0.008876851,0
08-01-23 17:00,61.21980412,129.1410922,201.483341,78.81726867,0.009357754,1
08-01-23 18:00,57.32251822,35.62764166,197.6432,71.72473918,0.008862781,1
08-01-23 19:00,48.91287036,39.01298844,202.948995,46.02070251,0.021104667,1
08-01-23 20:00,38.01515383,64.9873467,100.7115612,18.71160459,0.029191945,0
08-01-23 21:00,29.57205374,111.1741469,88.66033215,72.81019472,0.02593719,1
08-01-23 22:00,43.50165132,43.48874088,126.6203384,54.32797378,0.023074109,0
08-01-23 23:00,63.57940081,54.5236014,148.9153064,50.55706824,0.03110761,1
09-01-23 0:00,53.25724229,84.36400962,135.2310845,39.00040177,0.075083076,1
09-01-23 1:00,32.86578342,59.62537333,53.83865389,70.2797299,0.022229662,0
09-01-23 2:00,52.62770552,53.14125866,275.391141,59.07675522,0.039466385,1
09-01-23 3:00,55.92823018,72.35820181,133.3227329,44.2475615,0.038215884,1
09-01-23 4:00,37.52334242,65.83427688,160.9729869,23.86885286,0.057926363,1
09-01-23 5:00,52.329508,83.23192063,237.0777251,80.11964525,0.029910846,0
09-01-23 6:00,50.87651903,89.62268451,36.43260282,66.22036157,0.008629551,1
09-01-23 7:00,34.16182663,66.58844058,119.5901167,56.58076442,0.02515697,0
09-01-23 8:00,55.4948222,66.25404921,126.7043291,4.755994305,0.024207432,0
09-01-23 9:00,58.72624718,64.5650959,129.6592488,49.0569515,0.03503649,1
09-01-23 10:00,67.41876864,70.63061474,139.3376737,44.14444509,0.008314119,0
09-01-23 11:00,66.91752955,61.16314909,253.0111197,35.68521861,0.045071844,1
09-01-23 12:00,31.23293237,59.98722243,194.8124609,70.56249453,0.020083877,1
09-01-23 13:00,36.81214021,87.27704424,215.3841937,69.40457546,0.035543741,1
09-01-23 14:00,57.99079033,95.2863522,152.9583389,61.49306543,0.025242463,1
09-01-23 15:00,57.97076527,31.75046198,74.28865415,79.17892552,0.022006538,1
09-01-23 16:00,57.99098941,60.21059482,45.96977385,27.5778199,0.023905769,0
09-01-23 17:00,122.6345123,46.24886693,68.4465452,39.27605459,0.032106592,0
09-01-23 18:00,58.88927364,53.61465408,173.2619447,51.88658823,0.062847463,1
09-01-23 19:00,68.32299393,68.69586935,151.9916629,35.61060906,0,0
09-01-23 20:00,65.22014582,74.7304274,137.1297846,69.76555577,0.029514857,1
09-01-23 21:00,60.19517933,57.66420319,127.7790369,37.76305997,0.020709284,0
09-01-23 22:00,45.37035603,25.31115983,300.0147406,87.51654412,0.017260395,1
09-01-23 23:00,61.96057259,41.13101227,102.6315475,29.32218845,0,0
10-01-23 0:00,39.00488059,80.03206056,213.1538097,116.9356541,0.030293246,0
10-01-23 1:00,46.50380395,13.7159506,150.1195805,113.0865772,0.018047323,0
10-01-23 2:00,42.95512456,87.05094505,146.2135623,47.65810582,0.008737957,1
10-01-23 3:00,51.23481547,71.35335086,231.8467023,82.59538138,0.020685093,1
10-01-23 4:00,90.07752278,90.23817693,254.2421196,40.47032638,0.015572535,1
10-01-23 5:00,25.47770141,55.88919166,135.3724626,78.41241104,0.001229511,1
10-01-23 6:00,60.7648559,23.08457458,203.7825199,45.69344683,0.021434285,0
10-01-23 7:00,28.41011441,69.31543348,173.5377117,22.82106974,0.030290632,0
10-01-23 8:00,43.1437417,89.20482648,150.465153,0,0.012117237,0
10-01-23 9:00,67.52007236,80.70182354,163.0162544,43.4987846,0.024392886,1
10-01-23 10:00,50.96833221,46.74221885,109.8395858,57.21019037,0.021764856,0
10-01-23 11:00,34.99536214,61.83327381,131.4309689,88.56713603,0.040007038,0
10-01-23 12:00,39.78210376,49.23631009,115.733119,50.91964998,0.018373178,0
10-01-23 13:00,60.65581933,43.80220056,211.2109247,78.09023958,0.034742714,1
10-01-23 14:00,39.57793594,81.43231098,144.1043098,39.2696501,0.015280926,0
10-01-23 15:00,53.29373316,37.00294692,78.9972436,41.90929707,0.063088218,0
10-01-23 16:00,50.68565439,42.42821668,107.925342,79.68386572,0.013583026,1
10-01-23 17:00,40.6505778,38.6437706,26.00551516,6.606998829,0.010447685,0
10-01-23 18:00,86.7556576,32.03605853,120.56135,50.32510146,0.018422422,0
10-01-23 19:00,59.91063866,63.10685585,152.3613195,40.4808735,0.009941732,0
10-01-23 20:00,23.7240637,86.41519802,141.6027073,89.56906867,0.004698926,1
10-01-23 21:00,52.83157993,56.16885724,297.2857145,37.63097507,0.033229853,1
10-01-23 22:00,40.51116435,31.78021085,187.9147293,63.71520433,0,0
10-01-23 23:00,63.51314261,78.69709558,184.8415158,75.58550481,0.010064029,1
11-01-23 0:00,38.74027804,99.66212244,63.49768406,19.36862855,0.003932769,1
11-01-23 1:00,48.29211783,47.05535491,128.0076546,46.57401454,0.022335347,0
11-01-23 2:00,57.82982134,50.29388168,121.0046187,39.76801918,0,0
11-01-23 3:00,63.73585997,71.22773206,104.577467,76.3437439,0.029666035,0
11-01-23 4:00,33.43626536,98.00506038,103.8463129,68.2442525,0.031788801,1
11-01-23 5:00,45.09437254,49.48882425,56.60816708,44.33309881,0.001874436,0
11-01-23 6:00,43.10139338,34.68168823,80.02598311,27.10598961,0.023158631,0
11-01-23 7:00,40.6269006,73.85782492,209.2150733,79.18691309,0.0290559,1
11-01-23 8:00,79.59864228,77.73819421,141.1903794,48.32241128,0.0376973,1
11-01-23 9:00,56.23873585,60.12881685,119.8885093,17.39801398,0.002970391,0
11-01-23 10:00,32.67656903,48.74647065,149.6619673,18.73505909,0.00201887,0
11-01-23 11:00,64.61039976,82.36513694,231.1387234,61.51540481,0.050816252,1
11-01-23 12:00,86.33588988,71.50698913,150.2632639,22.98788951,0.008876273,0
11-01-23 13:00,66.55296342,44.74859386,185.5254084,106.8660537,0.012395999,0
11-01-23 14:00,29.5179356,61.0346048,101.3876359,29.20754504,0.031331938,0
11-01-23 15:00,42.97097154,34.35481171,113.6318462,49.99098226,0.005393877,0
11-01-23 16:00,70.6087311,75.10936816,172.8753531,54.05374901,0.015958437,0
11-01-23 17:00,39.88575409,54.59624471,289.7836851,33.36153218,0.036653532,0
11-01-23 18:00,56.85426711,51.13483841,251.6264656,9.054799616,0.003320959,0
11-01-23 19:00,62.21956872,59.31125691,188.4648857,54.88170026,0.012749944,0
11-01-23 20:00,36.95524303,60.84889875,159.6022031,32.8711117,0.00578094,0
11-01-23 21:00,49.11066293,79.99488102,249.3448068,52.95420431,0.009413961,0
11-01-23 22:00,11.88680387,72.93698318,203.456477,46.98661835,0.043187665,1
11-01-23 23:00,35.68355542,56.75210094,38.21143644,56.79024805,0.04840363,1
12-01-23 0:00,46.2752684,76.91181471,90.7939434,96.36506784,0.024324781,1
12-01-23 1:00,32.84021514,68.65636785,171.8198036,37.24037233,0.029365096,0
12-01-23 2:00,77.15093622,51.31438851,57.47404564,38.93832957,0.028842314,1
12-01-23 3:00,30.59318369,57.40425061,98.73468333,16.67970939,0.010598731,0
12-01-23 4:00,43.59297185,56.92027437,109.2000118,45.23469155,0.023980555,0
12-01-23 5:00,51.97820176,70.99342174,134.3833567,60.75072996,0.004308537,0
12-01-23 6:00,73.69636803,52.49458349,132.5313087,38.61392995,0.007419455,0
12-01-23 7:00,30.52376785,52.03003608,132.431517,60.9310056,0.018633779,0
12-01-23 8:00,68.8004062,107.1579115,205.6685148,45.65681469,0.006401442,1
12-01-23 9:00,50.15360063,81.05909928,133.8455706,22.53103611,0.004495869,1
12-01-23 10:00,36.24072947,44.8951561,126.8482588,58.09163083,0.01013003,0
12-01-23 11:00,57.14509173,72.4787213,76.59833569,44.98129726,0.042283583,1
12-01-23 12:00,53.0255202,62.50636149,220.3173485,53.11415398,0.052188273,1
12-01-23 13:00,41.35700714,68.45254316,110.7368588,36.79054943,0.01948222,0
12-01-23 14:00,51.05190361,62.91246178,89.1504141,34.90359433,0.03033205,0
12-01-23 15:00,44.36876262,87.10536999,163.5906065,54.00960468,0.011936671,0
12-01-23 16:00,51.71564637,67.43720737,105.5953645,44.39453116,0,0
12-01-23 17:00,60.37037715,58.70191985,118.7877115,102.0263627,0.008098788,1
12-01-23 18:00,76.30570158,83.51524391,166.5545709,71.8821741,0.015351724,0
12-01-23 19:00,32.96495473,64.98061873,130.2343814,64.51619542,0.022315126,0
12-01-23 20:00,86.545332,62.57318573,326.5368134,45.65747827,0.018414971,0
12-01-23 21:00,24.52932978,66.74238994,145.3568119,11.66372683,0.015731643,0
12-01-23 22:00,47.74626229,58.04735448,190.9052331,31.76675551,0.011796481,0
12-01-23 23:00,59.17087523,60.19389456,51.26517668,35.07463013,0.025856525,0
13-01-23 0:00,54.29383445,48.19572945,100.6537308,43.35223958,0.003758334,0
13-01-23 1:00,41.04726189,45.07186668,89.15618235,49.16935108,0.034762917,0
13-01-23 2:00,46.92148112,40.52573611,95.81631123,67.69317722,0.011649808,0
13-01-23 3:00,42.8480359,33.67477718,177.0071556,57.05246452,0.065892258,1
13-01-23 4:00,41.50687946,42.68678936,221.1571868,83.0113359,0.015253223,1
13-01-23 5:00,63.46585518,56.38594578,172.2520276,42.49429919,0.013008895,0
13-01-23 6:00,55.48269235,62.18141909,136.1429177,56.62747194,0.011946868,0
13-01-23 7:00,40.08647978,54.41317491,112.9594286,58.95079225,0.01314003,0
13-01-23 8:00,64.30327807,18.85423511,227.0406109,56.32430133,0.030821827,1
13-01-23 9:00,54.70392581,96.78529681,305.1940608,86.97698402,0.019328943,1
13-01-23 10:00,62.85367661,84.58674117,158.5504218,72.03251755,0.038716297,1
13-01-23 11:00,59.84086511,69.65900964,214.0046093,22.23739408,0.028077805,1
13-01-23 12:00,38.25230756,105.5150851,172.168066,47.18093732,0.020506855,1
13-01-23 13:00,41.91108719,40.90821446,200.6437826,49.65124374,0.026384554,1
13-01-23 14:00,61.76785181,104.9848204,85.35284156,117.6759134,0.043435288,1
13-01-23 15:00,59.52810584,41.12796171,120.9211447,42.08150714,0.031800884,1
13-01-23 16:00,49.68691297,65.09899013,175.6552165,28.33372628,0.024725049,0
13-01-23 17:00,51.77367646,35.68340847,234.6014897,61.53452328,0.027300015,1
13-01-23 18:00,70.79740102,60.30889988,102.8826728,63.16562741,0.00554309,0
13-01-23 19:00,41.47638588,68.3331833,47.72463721,48.17200571,0.080988003,1
13-01-23 20:00,58.50577626,56.78739669,120.348078,44.63901965,0.029286762,0
13-01-23 21:00,47.00799208,75.75585783,219.255354,76.42385506,0.031229466,0
13-01-23 22:00,46.78216706,62.09400923,66.05887702,30.84593557,0.019543392,0
13-01-23 23:00,67.68896335,49.43866643,84.75334934,41.82491397,0,0
14-01-23 0:00,63.06255738,48.57883633,159.8907753,37.76417488,0.015965724,0
14-01-23 1:00,62.86444247,78.01556094,142.8324927,80.93718111,0.021232458,1
14-01-23 2:00,71.28645702,46.91248534,189.2744975,57.3818759,0.008865781,0
14-01-23 3:00,50.31549879,80.48040628,82.26319418,26.77778485,0.008769591,1
14-01-23 4:00,60.69435442,87.91948384,130.3225044,28.67815792,0.014917244,1
14-01-23 5:00,45.44226411,29.13391782,233.2698965,107.3644308,0.034130232,1
14-01-23 6:00,54.96757911,85.71673743,83.98199587,80.60052577,0.044822825,0
14-01-23 7:00,48.0647914,109.6368892,255.3946381,73.16337767,0.022823092,1
14-01-23 8:00,51.46434769,65.38733783,90.12271251,50.30662349,0.011887696,0
14-01-23 9:00,59.28156727,73.11912068,207.415043,94.53830555,0.014595815,1
14-01-23 10:00,38.39617484,83.39018188,127.5246814,26.06738672,0.021622265,1
14-01-23 11:00,85.76389365,54.32870714,86.30812341,70.52506803,0.023631093,1
14-01-23 12:00,35.92181025,63.87772381,120.4252615,39.50763654,0.027526915,0
14-01-23 13:00,33.2614248,34.99249048,185.8397612,43.96351066,0.013549353,0
14-01-23 14:00,68.7128839,62.94016511,149.5719072,69.72504179,0.029309105,0
14-01-23 15:00,62.50167023,70.83252525,227.4101812,46.47288856,0.027811936,0
14-01-23 16:00,59.7513228,71.23905988,252.1018509,39.69939542,0.014146811,1
14-01-23 17:00,59.82000072,84.07661396,84.45795275,38.35660209,0.001358092,0
14-01-23 18:00,49.81644839,44.62963188,80.95245143,12.17806462,0.008190352,0
14-01-23 19:00,37.34624983,49.24076305,78.6653099,70.82752978,0.052453591,1
